T140,4,fa7cf17131b44b8a
T141,7,a4b63ff59969ddc7
T142,7,5308c428a2475ba0
T143,6,7b256c8f09284595
T144,7,aa85aba281274e07
T145,4,553ed861f218fb54
T146,5,72fe5f37ae8c6050
T147,4,2fddf21afa2d9f50
T148,7,afae325b8c8b9dd5
T149,4,47c1a4f5a2c8455b
T150,3,6ed99309f277d22e
T151,5,4d9cc2bf7e55b28b
T152,7,38e9338bea2e876a
T153,4,fb4dd28d42092a04
T154,5,09fb569905ec74dd
T155,4,a1829ef09e583ba2
T156,6,1d96cd83bf21efdc
T157,7,2966e8f1a11793de
T158,5,7d095c10495c82a8
T159,6,c88f0a7dcc0faaaf
T160,7,cfab65bc54f07bc0
T161,3,da52395a9eb55da6
T162,6,4dbf94a4853bdbc4
T163,6,a071fb7d9e0d0d98
T164,7,a6a6156db0962894
T165,6,dc906e729867734a
T166,5,831c2ec2274c28ad
T167,4,ea9f196623de03d8
T168,3,bdee4ea4294cc7f8
T169,7,0b5b81169ff6bda6
T170,6,741bed1f70276b43
T171,4,fe80c75850f92803
T172,4,576dfa7d9c282184
T173,3,1b0c0ee4491ae14e
T174,6,3281f10658af2ec2
T175,6,0a2f7799598fb2cf
T176,7,55f7a1706cb7146e
T177,5,4c24bb8a8d2577b3
T178,4,89d7e77b1c04cdf2
T179,6,e40a1f129e96c914
T180,7,ae1650d9f1b7fbcc
T181,4,d9fa7ebdd01b26ac
T182,4,fae7ae6a405c4f58
T183,3,8df0cd0452e4f61c
T184,4,c70f61b8c62577c5
T185,5,ed6ef0308359ce65
T186,3,d97e0f7ee23339bd
T187,7,5a543da1561d9a6c
T188,5,530499d3ccbdce8c
T189,7,1230933d53aa603c
T190,3,b129fac932413bcd
T191,5,011bb345d11324d3
T192,4,2788001a43557347
T193,7,d66a7a59cd1cfcba
T194,7,21c2078c2a322147
T195,3,77085b798acd1db2
T196,5,fea418c1cf8b51da
T197,7,31f7b01120920840
T198,7,86808e1e761f0175
T199,4,e4d7e13da6ae33a6
